run_accession	library_name	library_strategy	base_count	first_public	last_updated	run_alias	fastq_ftp	sample_alias	sample_title
SRR23904707	WSAC-220524-39	AMPLICON	98000328	2023-03-19	2023-03-23	WSAC-220522-39_S74_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/007/SRR23904707/SRR23904707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/007/SRR23904707/SRR23904707_2.fastq.gz	WSAC-220524-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904710	WM08-210817-31	AMPLICON	358340760	2023-03-19	2023-03-23	WM08-210817-33-V3_S63_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/010/SRR23904710/SRR23904710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/010/SRR23904710/SRR23904710_2.fastq.gz	WM08-210817-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904718	WM08-210720-21_samp_rep_tech_1	AMPLICON	30769056	2023-03-19	2023-03-23	WM08-210720-21-V3_S94_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/018/SRR23904718/SRR23904718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/018/SRR23904718/SRR23904718_2.fastq.gz	WM08-210720-21_samp_rep_tech_1	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904721	WM08-210629-31	AMPLICON	1713863384	2023-03-19	2023-03-23	WM08-210629-33_S22_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/021/SRR23904721/SRR23904721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/021/SRR23904721/SRR23904721_2.fastq.gz	WM08-210629-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904723	WM08-210511-31	AMPLICON	358109568	2023-03-19	2023-03-24	WM08-210511-33_S44_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/023/SRR23904723/SRR23904723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/023/SRR23904723/SRR23904723_2.fastq.gz	WM08-210511-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904727	WG02g-210803-31_samp_rep_tech_2	AMPLICON	48704600	2023-03-19	2023-03-24	WaWa-20210803-WG02g-ARTIC-19_S90_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/027/SRR23904727/SRR23904727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/027/SRR23904727/SRR23904727_2.fastq.gz	WG02g-210803-31_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904734	WG02g-210713-21_samp_rep_tech_2	AMPLICON	86799144	2023-03-19	2023-03-24	WG02g-210713-21-V3_S78_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/034/SRR23904734/SRR23904734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/034/SRR23904734/SRR23904734_2.fastq.gz	WG02g-210713-21_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904737	WG02g-210504-31	AMPLICON	341991944	2023-03-19	2023-03-23	WG02g-210504-34_S47_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/037/SRR23904737/SRR23904737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/037/SRR23904737/SRR23904737_2.fastq.gz	WG02g-210504-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904738	WG02g-210427-31	AMPLICON	340530160	2023-03-19	2023-03-24	WG02g-210427-33_S58_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/038/SRR23904738/SRR23904738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/038/SRR23904738/SRR23904738_2.fastq.gz	WG02g-210427-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904739	WG02g-210420-31	AMPLICON	237049928	2023-03-19	2023-03-24	WG02g-210420-33_S68_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/039/SRR23904739/SRR23904739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/039/SRR23904739/SRR23904739_2.fastq.gz	WG02g-210420-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904741	WG0U-220706-39	AMPLICON	1042131130	2023-03-19	2023-03-24	WG0U-220706-39_S51_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/041/SRR23904741/SRR23904741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/041/SRR23904741/SRR23904741_2.fastq.gz	WG0U-220706-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904744	WG01-220105-39	AMPLICON	571555264	2023-03-19	2023-03-24	WG01-220105-39-V3_S64_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/044/SRR23904744/SRR23904744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/044/SRR23904744/SRR23904744_2.fastq.gz	WG01-220105-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904748	WG01-211214-39	AMPLICON	289029368	2023-03-19	2023-03-22	WG01-211214-19-V3_S81_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/048/SRR23904748/SRR23904748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/048/SRR23904748/SRR23904748_2.fastq.gz	WG01-211214-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904749	WG01-210921-31	AMPLICON	167741880	2023-03-19	2023-03-24	WG01-210921-39-V3_S84_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/049/SRR23904749/SRR23904749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/049/SRR23904749/SRR23904749_2.fastq.gz	WG01-210921-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904752	WG01-210831-31	AMPLICON	135263432	2023-03-19	2023-03-22	WG01-210831-33-V3_S36_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/052/SRR23904752/SRR23904752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/052/SRR23904752/SRR23904752_2.fastq.gz	WG01-210831-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904753	WG01-210824-31	AMPLICON	117995320	2023-03-19	2023-03-22	WG01-210824-33-V3_S48_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/053/SRR23904753/SRR23904753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/053/SRR23904753/SRR23904753_2.fastq.gz	WG01-210824-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904755	WG01-210810-31_samp_rep_tech_2	AMPLICON	187179032	2023-03-19	2023-03-24	WG01-210810-33-V3_S66_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/055/SRR23904755/SRR23904755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/055/SRR23904755/SRR23904755_2.fastq.gz	WG01-210810-31_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904758	WG01-210803-31_samp_rep_tech_2	AMPLICON	165457016	2023-03-19	2023-03-22	WG01-210803-33-V3_S73_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/058/SRR23904758/SRR23904758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/058/SRR23904758/SRR23904758_2.fastq.gz	WG01-210803-31_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904761	WG01-210727-21_samp_rep_tech_1	AMPLICON	263675464	2023-03-19	2023-03-24	WG01-210727-21-V3_S29_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/061/SRR23904761/SRR23904761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/061/SRR23904761/SRR23904761_2.fastq.gz	WG01-210727-21_samp_rep_tech_1	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904762	WG0V-220105-39	AMPLICON	292977568	2023-03-19	2023-03-24	WG0V-220105-39-V3_S70_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/062/SRR23904762/SRR23904762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/062/SRR23904762/SRR23904762_2.fastq.gz	WG0V-220105-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904764	WG0V-211221-39	AMPLICON	324535048	2023-03-19	2023-03-23	WG0V-211221-39-V3_S85_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/064/SRR23904764/SRR23904764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/064/SRR23904764/SRR23904764_2.fastq.gz	WG0V-211221-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904766	WG0V-210824-31	AMPLICON	131725024	2023-03-19	2023-03-23	WG0V-210824-33-V3_S52_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/066/SRR23904766/SRR23904766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/066/SRR23904766/SRR23904766_2.fastq.gz	WG0V-210824-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904770	WG0V-210302-31	AMPLICON	199530248	2023-03-19	2023-03-23	WG0V-210302_S52_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/070/SRR23904770/SRR23904770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/070/SRR23904770/SRR23904770_2.fastq.gz	WG0V-210302-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904774	WG0U-220518-39_samp_rep_tech_2	AMPLICON	245505992	2023-03-19	2023-03-23	WG0U-220522-39_S71_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/074/SRR23904774/SRR23904774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/074/SRR23904774/SRR23904774_2.fastq.gz	WG0U-220518-39_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904782	WG0N-220413-39	AMPLICON	942834940	2023-03-19	2023-03-23	WG0N-20220413-39_S76_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/082/SRR23904782/SRR23904782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/082/SRR23904782/SRR23904782_2.fastq.gz	WG0N-220413-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904786	WG0N-211221-39	AMPLICON	57307496	2023-03-19	2023-03-24	WG0N-211221-39-V3_S93_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/086/SRR23904786/SRR23904786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/086/SRR23904786/SRR23904786_2.fastq.gz	WG0N-211221-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904788	WG0N-210831-31	AMPLICON	133903336	2023-03-19	2023-03-21	WG0N-210831-33-V3_S42_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/088/SRR23904788/SRR23904788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/088/SRR23904788/SRR23904788_2.fastq.gz	WG0N-210831-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904791	WG0N-210420-31	AMPLICON	168335288	2023-03-19	2023-03-22	WG0N-210420-33_S70_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/091/SRR23904791/SRR23904791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/091/SRR23904791/SRR23904791_2.fastq.gz	WG0N-210420-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904794	WG0N-210323-31	AMPLICON	214094280	2023-03-19	2023-03-24	WG0N-210323_S33_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/094/SRR23904794/SRR23904794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/094/SRR23904794/SRR23904794_2.fastq.gz	WG0N-210323-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904795	WG0N-210316-31	AMPLICON	218742440	2023-03-19	2023-03-24	WG0N-210316_S38_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/095/SRR23904795/SRR23904795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/095/SRR23904795/SRR23904795_2.fastq.gz	WG0N-210316-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904796	WG0Kg-210720-21	AMPLICON	366386728	2023-03-19	2023-03-24	WG0Kg-210720-21-V3_S28_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/096/SRR23904796/SRR23904796_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/096/SRR23904796/SRR23904796_2.fastq.gz	WG0Kg-210720-21	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904798	WG0Kg-210622-31	AMPLICON	383050944	2023-03-19	2023-03-24	WGOKg-210622-33_S24_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/098/SRR23904798/SRR23904798_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/098/SRR23904798/SRR23904798_2.fastq.gz	WG0Kg-210622-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904799	WC0Dc-211123-39_samp_rep_tech_2	AMPLICON	168110328	2023-03-19	2023-03-22	WC0Dc-211123-32-VarSkip-ARTIC-22_S86_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/099/SRR23904799/SRR23904799_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/099/SRR23904799/SRR23904799_2.fastq.gz	WC0Dc-211123-39_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904802	WG0Kc-220427-39	AMPLICON	85664920	2023-03-19	2023-03-24	WG0Kc-20220427-39_S83_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/002/SRR23904802/SRR23904802_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/002/SRR23904802/SRR23904802_2.fastq.gz	WG0Kc-220427-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904806	WG0Kc-220330-39_samp_rep_tech_2	AMPLICON	1373053268	2023-03-19	2023-03-21	WG0Kc-20220330-39_S44_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/006/SRR23904806/SRR23904806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/006/SRR23904806/SRR23904806_2.fastq.gz	WG0Kc-220330-39_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904809	WG0Kc-220202-39	AMPLICON	186094664	2023-03-19	2023-03-23	WG0Kc-220202-39-V3_S15_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/009/SRR23904809/SRR23904809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/009/SRR23904809/SRR23904809_2.fastq.gz	WG0Kc-220202-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904814	WC0Dg-210810-21_samp_rep_tech_1	AMPLICON	425249032	2023-03-19	2023-03-24	WC0Dg-210810-21-V3_S63_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/014/SRR23904814/SRR23904814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/014/SRR23904814/SRR23904814_2.fastq.gz	WC0Dg-210810-21_samp_rep_tech_1	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904818	WC0Dg-210727-31_samp_rep_tech_2	AMPLICON	146279176	2023-03-19	2023-03-23	WaWa-20210727-WC0Dg-ARTIC-19_S89_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/018/SRR23904818/SRR23904818_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/018/SRR23904818/SRR23904818_2.fastq.gz	WC0Dg-210727-31_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904821	WC0Dg-210720-21_samp_rep_tech_1	AMPLICON	266435936	2023-03-19	2023-03-21	WC0Dg-210720-21-V3_S27_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/021/SRR23904821/SRR23904821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/021/SRR23904821/SRR23904821_2.fastq.gz	WC0Dg-210720-21_samp_rep_tech_1	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904822	WC0Dg-210713-31_samp_rep_tech_4	AMPLICON	742452208	2023-03-19	2023-03-23	WC0Dg-210713-33_S19_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/022/SRR23904822/SRR23904822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/022/SRR23904822/SRR23904822_2.fastq.gz	WC0Dg-210713-31_samp_rep_tech_4	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904827	WSSP-220126-39	AMPLICON	9902952	2023-03-19	2023-03-24	WSSP-220126-39-V3_S56_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/027/SRR23904827/SRR23904827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/027/SRR23904827/SRR23904827_2.fastq.gz	WSSP-220126-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904830	WC0Dg-210622-31	AMPLICON	378627440	2023-03-19	2023-03-24	WC0Dg-210622-33_S23_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/030/SRR23904830/SRR23904830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/030/SRR23904830/SRR23904830_2.fastq.gz	WC0Dg-210622-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904832	WC0Dc-210713-21_samp_rep_tech_2	AMPLICON	428792304	2023-03-19	2023-03-24	WC0Dc-210713-21-V3_S86_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/032/SRR23904832/SRR23904832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/032/SRR23904832/SRR23904832_2.fastq.gz	WC0Dc-210713-21_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904834	WC0Dc-210615-31	AMPLICON	41903816	2023-03-19	2023-03-21	WC0Dc-210615-31-VarSkip-ARTIC-22_S63_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/034/SRR23904834/SRR23904834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/034/SRR23904834/SRR23904834_2.fastq.gz	WC0Dc-210615-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904840	WC0Dc-210420-31	AMPLICON	188779136	2023-03-19	2023-03-24	WC0Dc-210420-31-V3-ARTIC-22_S11_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/040/SRR23904840/SRR23904840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/040/SRR23904840/SRR23904840_2.fastq.gz	WC0Dc-210420-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904845	WC0Dc-210323-31_samp_rep_tech_2	AMPLICON	133468464	2023-03-19	2023-03-22	WC0Dc-210323-31-VarSkip-ARTIC-22_S93_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/045/SRR23904845/SRR23904845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/045/SRR23904845/SRR23904845_2.fastq.gz	WC0Dc-210323-31_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904851	WC0Dc-210720-31_samp_rep_tech_1	AMPLICON	125779088	2023-03-19	2023-03-22	WaWa-20210720-WC0Dc-ARTIC-19_S88_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/051/SRR23904851/SRR23904851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/051/SRR23904851/SRR23904851_2.fastq.gz	WC0Dc-210720-31_samp_rep_tech_1	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904859	WSNS-220614-39	AMPLICON	68441640	2023-03-19	2023-03-24	WSNS-220614-39_S33_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/059/SRR23904859/SRR23904859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/059/SRR23904859/SRR23904859_2.fastq.gz	WSNS-220614-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904861	WG0P-211123-39_samp_rep_tech_2	AMPLICON	44342960	2023-03-19	2023-03-21	WG0P-211123-32-VarSkip-ARTIC-22_S90_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/061/SRR23904861/SRR23904861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/061/SRR23904861/SRR23904861_2.fastq.gz	WG0P-211123-39_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904871	WM06-220608-39_samp_rep_tech_1	AMPLICON	12083919568	2023-03-19	2023-03-25	WM06-220608-39-2_S78_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/071/SRR23904871/SRR23904871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/071/SRR23904871/SRR23904871_2.fastq.gz	WM06-220608-39_samp_rep_tech_1	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904872	WG02g-220706-39	AMPLICON	988423168	2023-03-19	2023-03-23	WG02g-220706-39_S49_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/072/SRR23904872/SRR23904872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/072/SRR23904872/SRR23904872_2.fastq.gz	WG02g-220706-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904873	WG02g-220615-39	AMPLICON	805316026	2023-03-19	2023-03-24	WG02g-220615-39_S29_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/073/SRR23904873/SRR23904873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/073/SRR23904873/SRR23904873_2.fastq.gz	WG02g-220615-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904875	WG02c-220803-26_samp_rep_tech_4	AMPLICON	13566149512	2023-03-19	2023-03-24	WG02c-220803-26_S51_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/075/SRR23904875/SRR23904875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/075/SRR23904875/SRR23904875_2.fastq.gz	WG02c-220803-26_samp_rep_tech_4	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904878	WG02c-220803-26_samp_rep_tech_1	AMPLICON	639295660	2023-03-19	2023-03-22	WG02c-220803-26_S4_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/078/SRR23904878/SRR23904878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/078/SRR23904878/SRR23904878_2.fastq.gz	WG02c-220803-26_samp_rep_tech_1	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904879	WG02c-220727-39_samp_rep_tech_4	AMPLICON	1250789252	2023-03-19	2023-03-23	WG02c-220727-39_S72_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/079/SRR23904879/SRR23904879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/079/SRR23904879/SRR23904879_2.fastq.gz	WG02c-220727-39_samp_rep_tech_4	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904880	WG0L-220209-39	AMPLICON	43325472	2023-03-19	2023-03-21	WG0L-20220209_S24_L003_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/080/SRR23904880/SRR23904880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/080/SRR23904880/SRR23904880_2.fastq.gz	WG0L-220209-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904882	WG02c-220727-26_samp_rep_tech_2	AMPLICON	4544833148	2023-03-19	2023-03-24	WG02c-220727-26_S4_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/082/SRR23904882/SRR23904882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/082/SRR23904882/SRR23904882_2.fastq.gz	WG02c-220727-26_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904883	WG02c-220727-26_samp_rep_tech_1	AMPLICON	352801686	2023-03-19	2023-03-21	WG02c-220727-26_S2_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/083/SRR23904883/SRR23904883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/083/SRR23904883/SRR23904883_2.fastq.gz	WG02c-220727-26_samp_rep_tech_1	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904884	WG02c-220720-39	AMPLICON	832895490	2023-03-19	2023-03-22	WG02c-220720-39_S66_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/084/SRR23904884/SRR23904884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/084/SRR23904884/SRR23904884_2.fastq.gz	WG02c-220720-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904885	WR03-210810-21	AMPLICON	179200248	2023-03-19	2023-03-22	WR03-210810-21-V3_S56_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/085/SRR23904885/SRR23904885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/085/SRR23904885/SRR23904885_2.fastq.gz	WR03-210810-21	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
