new_complete_name	library_id	unique_sample_id	batch_name	country	country_alpha2	country_alpha3	city	latitude	longtitude	batch_abbr	year	collection_date	isolation_source	organism	ena_sample_acc	ena_experiment_acc	ena_run_acc	instrument_model
DTU_2016_110_1_MG_KAZ-6	1	2016_pil_kaz_01	GS pilot 2016	Kazakhstan	KZ	KAZ	Almaty	43.24	76.95	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2520970	ERX2624136	ERR2607480	Illumina HiSeq 3000
DTU_2016_111_1_MG_KEN-72	1	2016_pil_ken_01	GS pilot 2016	Kenya	KE	KEN	Thika	-1.04	37.08	pil	16	8/2/2016	wastewater	wastewater metagenome	ERS2520974	ERX2624140	ERR2607484	Illumina HiSeq 3000
DTU_2016_112_2_MG_KEN-72_1	2	2016_pil_ken_01	GS pilot 2016	Kenya	KE	KEN	Thika	-1.04	37.08	pil	16	8/2/2016	wastewater	wastewater metagenome	ERS2520971	ERX2624137	ERR2607481	Illumina HiSeq 3000
DTU_2016_113_3_MG_KEN-72_2	3	2016_pil_ken_01	GS pilot 2016	Kenya	KE	KEN	Thika	-1.04	37.08	pil	16	8/2/2016	wastewater	wastewater metagenome	ERS2520972	ERX2624138	ERR2607482	Illumina HiSeq 3000
DTU_2016_114_4_MG_KEN-72_3	4	2016_pil_ken_01	GS pilot 2016	Kenya	KE	KEN	Thika	-1.04	37.08	pil	16	8/2/2016	wastewater	wastewater metagenome	ERS2520973	ERX2624139	ERR2607483	Illumina HiSeq 3000
DTU_2016_115_1_MG_KHM-21	1	2016_pil_khm_01	GS pilot 2016	Cambodia	KH	KHM	Phnom Penh	11.57	104.92	pil	16	5/2/2016	wastewater	wastewater metagenome	ERS2520975	ERX2624141	ERR2607485	Illumina HiSeq 3000
DTU_2016_116_1_MG_LKA-40	1	2016_pil_lka_01	GS pilot 2016	Sri Lanka	LK	LKA	Colombo	6.93	79.85	pil	16	2/28/2016	wastewater	wastewater metagenome	ERS2520976	ERX2624142	ERR2607486	Illumina HiSeq 3000
DTU_2016_117_1_MG_LUX-32	1	2016_pil_lux_01	GS pilot 2016	Luxembourg	LU	LUX	Belvaux	49.51	5.93	pil	16	1/2/2016	wastewater	wastewater metagenome	ERS2520977	ERX2624143	ERR2607487	Illumina HiSeq 3000
DTU_2016_118_1_MG_LVA-31	1	2016_pil_lva_01	GS pilot 2016	Latvia	LV	LVA	Riga	56.95	24.11	pil	16	1/2/2016	wastewater	wastewater metagenome	ERS2520981	ERX2624147	ERR2607491	Illumina HiSeq 3000
DTU_2016_119_2_MG_LVA-31_1	2	2016_pil_lva_01	GS pilot 2016	Latvia	LV	LVA	Riga	56.95	24.11	pil	16	1/2/2016	wastewater	wastewater metagenome	ERS2520978	ERX2624144	ERR2607488	Illumina HiSeq 3000
DTU_2016_120_3_MG_LVA-31_2	3	2016_pil_lva_01	GS pilot 2016	Latvia	LV	LVA	Riga	56.95	24.11	pil	16	1/2/2016	wastewater	wastewater metagenome	ERS2520979	ERX2624145	ERR2607489	Illumina HiSeq 3000
DTU_2016_121_4_MG_LVA-31_3	4	2016_pil_lva_01	GS pilot 2016	Latvia	LV	LVA	Riga	56.95	24.11	pil	16	1/2/2016	wastewater	wastewater metagenome	ERS2520980	ERX2624146	ERR2607490	Illumina HiSeq 3000
DTU_2016_122_1_MG_MDA-65	1	2016_pil_mda_01	GS pilot 2016	Moldova	MD	MDA	Chisinau	47.02	28.83	pil	16	2/4/2016	wastewater	wastewater metagenome	ERS2520984	ERX2624150	ERR2607494	Illumina HiSeq 3000
DTU_2016_123_2_MG_MDA-65_1	2	2016_pil_mda_01	GS pilot 2016	Moldova	MD	MDA	Chisinau	47.02	28.83	pil	16	2/4/2016	wastewater	wastewater metagenome	ERS2520982	ERX2624148	ERR2607492	Illumina HiSeq 3000
DTU_2016_124_3_MG_MDA-65_2	3	2016_pil_mda_01	GS pilot 2016	Moldova	MD	MDA	Chisinau	47.02	28.83	pil	16	2/4/2016	wastewater	wastewater metagenome	ERS2520983	ERX2624149	ERR2607493	Illumina HiSeq 3000
DTU_2016_125_1_MG_MKD-62	1	2016_pil_mkd_01	GS pilot 2016	Macedonia	MK	MKD	Skopje	42	21.43	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2520988	ERX2624154	ERR2607498	Illumina HiSeq 3000
DTU_2016_126_2_MG_MKD-62_1	2	2016_pil_mkd_01	GS pilot 2016	Macedonia	MK	MKD	Skopje	42	21.43	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2520985	ERX2624151	ERR2607495	Illumina HiSeq 3000
DTU_2016_127_3_MG_MKD-62_2	3	2016_pil_mkd_01	GS pilot 2016	Macedonia	MK	MKD	Skopje	42	21.43	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2520986	ERX2624152	ERR2607496	Illumina HiSeq 3000
DTU_2016_128_4_MG_MKD-62_3	4	2016_pil_mkd_01	GS pilot 2016	Macedonia	MK	MKD	Skopje	42	21.43	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2520987	ERX2624153	ERR2607497	Illumina HiSeq 3000
DTU_2016_129_1_MG_MLT-63	1	2016_pil_mlt_01	GS pilot 2016	Malta	MT	MLT	St. Venera	35.89	14.48	pil	16	1/2/2016	wastewater	wastewater metagenome	ERS2520991	ERX2624157	ERR2607501	Illumina HiSeq 3000
DTU_2016_130_2_MG_MLT-63_1	2	2016_pil_mlt_01	GS pilot 2016	Malta	MT	MLT	St. Venera	35.89	14.48	pil	16	1/2/2016	wastewater	wastewater metagenome	ERS2520989	ERX2624155	ERR2607499	Illumina HiSeq 3000
DTU_2016_131_3_MG_MLT-63_2	3	2016_pil_mlt_01	GS pilot 2016	Malta	MT	MLT	St. Venera	35.89	14.48	pil	16	1/2/2016	wastewater	wastewater metagenome	ERS2520990	ERX2624156	ERR2607500	Illumina HiSeq 3000
DTU_2016_132_1_MG_MYS-54	1	2016_pil_mys_01	GS pilot 2016	Malaysia	MY	MYS	Kuala Lumpur	3.15	101.69	pil	16	4/2/2016	wastewater	wastewater metagenome	ERS2520996	ERX2624162	ERR2607506	Illumina HiSeq 3000
DTU_2016_133_2_MG_MYS-54_1	2	2016_pil_mys_01	GS pilot 2016	Malaysia	MY	MYS	Kuala Lumpur	3.15	101.69	pil	16	4/2/2016	wastewater	wastewater metagenome	ERS2520992	ERX2624158	ERR2607502	Illumina HiSeq 3000
DTU_2016_134_3_MG_MYS-54_2	3	2016_pil_mys_01	GS pilot 2016	Malaysia	MY	MYS	Kuala Lumpur	3.15	101.69	pil	16	4/2/2016	wastewater	wastewater metagenome	ERS2520993	ERX2624159	ERR2607503	Illumina HiSeq 3000
DTU_2016_135_4_MG_MYS-54_3	4	2016_pil_mys_01	GS pilot 2016	Malaysia	MY	MYS	Kuala Lumpur	3.15	101.69	pil	16	4/2/2016	wastewater	wastewater metagenome	ERS2520994	ERX2624160	ERR2607504	Illumina HiSeq 3000
DTU_2016_136_5_MG_MYS-54_4	5	2016_pil_mys_01	GS pilot 2016	Malaysia	MY	MYS	Kuala Lumpur	3.15	101.69	pil	16	4/2/2016	wastewater	wastewater metagenome	ERS2520995	ERX2624161	ERR2607505	Illumina HiSeq 3000
DTU_2016_137_1_MG_NGA-50	1	2016_pil_nga_01	GS pilot 2016	Nigeria	NG	NGA	Lagos	6.46	3.39	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2520999	ERX2624165	ERR2607509	Illumina HiSeq 3000
DTU_2016_138_2_MG_NGA-50_1	2	2016_pil_nga_01	GS pilot 2016	Nigeria	NG	NGA	Lagos	6.46	3.39	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2520997	ERX2624163	ERR2607507	Illumina HiSeq 3000
DTU_2016_139_3_MG_NGA-50_2	3	2016_pil_nga_01	GS pilot 2016	Nigeria	NG	NGA	Lagos	6.46	3.39	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2520998	ERX2624164	ERR2607508	Illumina HiSeq 3000
DTU_2016_140_1_MG_NLD-43	1	2016_pil_nld_01	GS pilot 2016	Netherlands	NL	NLD	Bilthoven	52.15	5.21	pil	16	1/27/2016	wastewater	wastewater metagenome	ERS2521004	ERX2624170	ERR2607514	Illumina HiSeq 3000
DTU_2016_141_2_MG_NLD-43_1	2	2016_pil_nld_01	GS pilot 2016	Netherlands	NL	NLD	Bilthoven	52.15	5.21	pil	16	1/27/2016	wastewater	wastewater metagenome	ERS2521000	ERX2624166	ERR2607510	Illumina HiSeq 3000
DTU_2016_142_3_MG_NLD-43_2	3	2016_pil_nld_01	GS pilot 2016	Netherlands	NL	NLD	Bilthoven	52.15	5.21	pil	16	1/27/2016	wastewater	wastewater metagenome	ERS2521001	ERX2624167	ERR2607511	Illumina HiSeq 3000
DTU_2016_143_4_MG_NLD-43_3	4	2016_pil_nld_01	GS pilot 2016	Netherlands	NL	NLD	Bilthoven	52.15	5.21	pil	16	1/27/2016	wastewater	wastewater metagenome	ERS2521002	ERX2624168	ERR2607512	Illumina HiSeq 3000
DTU_2016_144_5_MG_NLD-43_4	5	2016_pil_nld_01	GS pilot 2016	Netherlands	NL	NLD	Bilthoven	52.15	5.21	pil	16	1/27/2016	wastewater	wastewater metagenome	ERS2521003	ERX2624169	ERR2607513	Illumina HiSeq 3000
DTU_2016_145_1_MG_NOR-34	1	2016_pil_nor_01	GS pilot 2016	Norway	NO	NOR	Oslo	59.91	10.74	pil	16	3/2/2016	wastewater	wastewater metagenome	ERS2521007	ERX2624173	ERR2607517	Illumina HiSeq 3000
DTU_2016_146_2_MG_NOR-34_1	2	2016_pil_nor_01	GS pilot 2016	Norway	NO	NOR	Oslo	59.91	10.74	pil	16	3/2/2016	wastewater	wastewater metagenome	ERS2521005	ERX2624171	ERR2607515	Illumina HiSeq 3000
DTU_2016_147_3_MG_NOR-34_2	3	2016_pil_nor_01	GS pilot 2016	Norway	NO	NOR	Oslo	59.91	10.74	pil	16	3/2/2016	wastewater	wastewater metagenome	ERS2521006	ERX2624172	ERR2607516	Illumina HiSeq 3000
DTU_2016_148_1_MG_NPL-33	1	2016_pil_npl_01	GS pilot 2016	Nepal	NP	NPL	Kathmandu	27.71	85.32	pil	16	1/30/2016	wastewater	wastewater metagenome	ERS2521008	ERX2624174	ERR2607518	Illumina HiSeq 3000
DTU_2016_149_1_MG_NZL-56	1	2016_pil_nzl_01	GS pilot 2016	New Zealand	NZ	NZL	Dunedin	-45.87	170.5	pil	16	1/27/2016	wastewater	wastewater metagenome	ERS2521009	ERX2624175	ERR2607519	Illumina HiSeq 3000
DTU_2016_150_1_MG_PAK-7	1	2016_pil_pak_01	GS pilot 2016	Pakistan	PK	PAK	Karachi	25.14	67.18	pil	16	1/27/2016	wastewater	wastewater metagenome	ERS2521010	ERX2624176	ERR2607520	Illumina HiSeq 3000
DTU_2016_151_1_MG_PER-35	1	2016_pil_per_01	GS pilot 2016	Peru	PE	PER	Lima	-12.06	-77.04	pil	16	4/2/2016	wastewater	wastewater metagenome	ERS2521011	ERX2624177	ERR2607521	Illumina HiSeq 3000
DTU_2016_152_1_MG_POL-36	1	2016_pil_pol_01	GS pilot 2016	Poland	PL	POL	Pulawy	51.42	21.97	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2521014	ERX2624180	ERR2607524	Illumina HiSeq 3000
DTU_2016_153_2_MG_POL-36_1	2	2016_pil_pol_01	GS pilot 2016	Poland	PL	POL	Pulawy	51.42	21.97	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2521012	ERX2624178	ERR2607522	Illumina HiSeq 3000
DTU_2016_154_3_MG_POL-36_2	3	2016_pil_pol_01	GS pilot 2016	Poland	PL	POL	Pulawy	51.42	21.97	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2521013	ERX2624179	ERR2607523	Illumina HiSeq 3000
DTU_2016_155_1_MG_SEN-8	1	2016_pil_sen_01	GS pilot 2016	Senegal	SN	SEN	Dakar	14.69	-17.45	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2521015	ERX2624181	ERR2607525	Illumina HiSeq 3000
DTU_2016_156_1_MG_SGP-52	1	2016_pil_sgp_01	GS pilot 2016	Singapore	SG	SGP	Singapore	1.36	103.82	pil	16	3/2/2016	wastewater	wastewater metagenome	ERS2521018	ERX2624184	ERR2607528	Illumina HiSeq 3000
DTU_2016_157_2_MG_SGP-52_1	2	2016_pil_sgp_01	GS pilot 2016	Singapore	SG	SGP	Singapore	1.36	103.82	pil	16	3/2/2016	wastewater	wastewater metagenome	ERS2521016	ERX2624182	ERR2607526	Illumina HiSeq 3000
DTU_2016_158_3_MG_SGP-52_2	3	2016_pil_sgp_01	GS pilot 2016	Singapore	SG	SGP	Singapore	1.36	103.82	pil	16	3/2/2016	wastewater	wastewater metagenome	ERS2521017	ERX2624183	ERR2607527	Illumina HiSeq 3000
DTU_2016_159_1_MG_SRB-37	1	2016_pil_srb_01	GS pilot 2016	Serbia	RS	SRB	Belgrade	44.82	20.46	pil	16	1/27/2016	wastewater	wastewater metagenome	ERS2521021	ERX2624187	ERR2607531	Illumina HiSeq 3000
DTU_2016_160_2_MG_SRB-37_1	2	2016_pil_srb_01	GS pilot 2016	Serbia	RS	SRB	Belgrade	44.82	20.46	pil	16	1/27/2016	wastewater	wastewater metagenome	ERS2521019	ERX2624185	ERR2607529	Illumina HiSeq 3000
DTU_2016_161_3_MG_SRB-37_2	3	2016_pil_srb_01	GS pilot 2016	Serbia	RS	SRB	Belgrade	44.82	20.46	pil	16	1/27/2016	wastewater	wastewater metagenome	ERS2521020	ERX2624186	ERR2607530	Illumina HiSeq 3000
DTU_2016_162_1_MG_SVK-9	1	2016_pil_svk_01	GS pilot 2016	Slovakia	SK	SVK	Bratislava	48.15	17.11	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2521023	ERX2624189	ERR2607533	Illumina HiSeq 3000
DTU_2016_163_2_MG_SVK-9_1	2	2016_pil_svk_01	GS pilot 2016	Slovakia	SK	SVK	Bratislava	48.15	17.11	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2521022	ERX2624188	ERR2607532	Illumina HiSeq 3000
DTU_2016_164_1_MG_SVN-38	1	2016_pil_svn_01	GS pilot 2016	Slovenia	SI	SVN	Ljubljana	46.05	14.51	pil	16	1/25/2016	wastewater	wastewater metagenome	ERS2521026	ERX2624192	ERR2607536	Illumina HiSeq 3000
DTU_2016_165_2_MG_SVN-38_1	2	2016_pil_svn_01	GS pilot 2016	Slovenia	SI	SVN	Ljubljana	46.05	14.51	pil	16	1/25/2016	wastewater	wastewater metagenome	ERS2521024	ERX2624190	ERR2607534	Illumina HiSeq 3000
DTU_2016_166_3_MG_SVN-38_2	3	2016_pil_svn_01	GS pilot 2016	Slovenia	SI	SVN	Ljubljana	46.05	14.51	pil	16	1/25/2016	wastewater	wastewater metagenome	ERS2521025	ERX2624191	ERR2607535	Illumina HiSeq 3000
DTU_2016_167_1_MG_SWE-41	1	2016_pil_swe_01	GS pilot 2016	Sweden	SE	SWE	Uppsala	59.86	17.64	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2521030	ERX2624196	ERR2607540	Illumina HiSeq 3000
DTU_2016_168_1_MG_SWE-41a	1	2016_pil_swe_02	GS pilot 2016	Sweden	SE	SWE	Gothenburg	57.71	11.97	pil	16	11/2/2016	wastewater	wastewater metagenome	ERS2521029	ERX2624195	ERR2607539	Illumina HiSeq 3000
DTU_2016_169_2_MG_SWE-41a_1	2	2016_pil_swe_02	GS pilot 2016	Sweden	SE	SWE	Gothenburg	57.71	11.97	pil	16	11/2/2016	wastewater	wastewater metagenome	ERS2521027	ERX2624193	ERR2607537	Illumina HiSeq 3000
DTU_2016_170_3_MG_SWE-41a_2	3	2016_pil_swe_02	GS pilot 2016	Sweden	SE	SWE	Gothenburg	57.71	11.97	pil	16	11/2/2016	wastewater	wastewater metagenome	ERS2521028	ERX2624194	ERR2607538	Illumina HiSeq 3000
DTU_2016_176_1_MG_TGO-44	1	2016_pil_tgo_01	GS pilot 2016	Togo	TG	TGO	Lome	6.13	1.22	pil	16	1/26/2016	wastewater	wastewater metagenome	ERS2521036	ERX2624202	ERR2607546	Illumina HiSeq 3000
DTU_2016_177_1_MG_TUR-46	1	2016_pil_tur_01	GS pilot 2016	Turkey	TR	TUR	Ankara	39.72	32.71	pil	16	1/29/2016	wastewater	wastewater metagenome	ERS2521039	ERX2624205	ERR2607549	Illumina HiSeq 3000
DTU_2016_178_2_MG_TUR-46_1	2	2016_pil_tur_01	GS pilot 2016	Turkey	TR	TUR	Ankara	39.72	32.71	pil	16	1/29/2016	wastewater	wastewater metagenome	ERS2521037	ERX2624203	ERR2607547	Illumina HiSeq 3000
DTU_2016_179_3_MG_TUR-46_2	3	2016_pil_tur_01	GS pilot 2016	Turkey	TR	TUR	Ankara	39.72	32.71	pil	16	1/29/2016	wastewater	wastewater metagenome	ERS2521038	ERX2624204	ERR2607548	Illumina HiSeq 3000
DTU_2016_180_1_MG_TZA-15	1	2016_pil_tza_01	GS pilot 2016	Tanzania	TZ	TZA	Moshi	-3.35	37.34	pil	16	3/2/2016	wastewater	wastewater metagenome	ERS2521040	ERX2624206	ERR2607550	Illumina HiSeq 3000
DTU_2016_181_1_MG_USA-74	1	2016_pil_usa_01	GS pilot 2016	USA	US	USA	Atlanta	33.75	-84.39	pil	16	2/2/2016	wastewater	wastewater metagenome	ERS2521080	ERX2624246	ERR2607590	Illumina HiSeq 3000
DTU_2016_182_1_MG_USA-74a	1	2016_pil_usa_02	GS pilot 2016	USA	US	USA	Seattle	47.6	-122.33	pil	16	1/2/2016	wastewater	wastewater metagenome	ERS2521044	ERX2624210	ERR2607554	Illumina HiSeq 3000
DTU_2016_183_2_MG_USA-74a_1	2	2016_pil_usa_02	GS pilot 2016	USA	US	USA	Seattle	47.6	-122.33	pil	16	1/2/2016	wastewater	wastewater metagenome	ERS2521041	ERX2624207	ERR2607551	Illumina HiSeq 3000
DTU_2016_184_3_MG_USA-74a_2	3	2016_pil_usa_02	GS pilot 2016	USA	US	USA	Seattle	47.6	-122.33	pil	16	1/2/2016	wastewater	wastewater metagenome	ERS2521042	ERX2624208	ERR2607552	Illumina HiSeq 3000
DTU_2016_185_4_MG_USA-74a_3	4	2016_pil_usa_02	GS pilot 2016	USA	US	USA	Seattle	47.6	-122.33	pil	16	1/2/2016	wastewater	wastewater metagenome	ERS2521043	ERX2624209	ERR2607553	Illumina HiSeq 3000
DTU_2016_186_1_MG_USA-74b	1	2016_pil_usa_03	GS pilot 2016	USA	US	USA	Chicago	41.88	-87.62	pil	16	2/24/2016	wastewater	wastewater metagenome	ERS2521051	ERX2624217	ERR2607561	Illumina HiSeq 3000
DTU_2016_187_2_MG_USA-74b_1	2	2016_pil_usa_03	GS pilot 2016	USA	US	USA	Chicago	41.88	-87.62	pil	16	2/24/2016	wastewater	wastewater metagenome	ERS2521045	ERX2624211	ERR2607555	Illumina HiSeq 3000
DTU_2016_188_3_MG_USA-74b_2	3	2016_pil_usa_03	GS pilot 2016	USA	US	USA	Chicago	41.88	-87.62	pil	16	2/24/2016	wastewater	wastewater metagenome	ERS2521046	ERX2624212	ERR2607556	Illumina HiSeq 3000
DTU_2016_189_4_MG_USA-74b_3	4	2016_pil_usa_03	GS pilot 2016	USA	US	USA	Chicago	41.88	-87.62	pil	16	2/24/2016	wastewater	wastewater metagenome	ERS2521047	ERX2624213	ERR2607557	Illumina HiSeq 3000
DTU_2016_190_5_MG_USA-74b_4	5	2016_pil_usa_03	GS pilot 2016	USA	US	USA	Chicago	41.88	-87.62	pil	16	2/24/2016	wastewater	wastewater metagenome	ERS2521048	ERX2624214	ERR2607558	Illumina HiSeq 3000
DTU_2016_193_1_MG_USA-74c	1	2016_pil_usa_04	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/23/2016	wastewater	wastewater metagenome	ERS2521049	ERX2624215	ERR2607559	Illumina HiSeq 3000
DTU_2016_193_1_MG_USA-74c_2	3	2016_pil_usa_04	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/23/2016	wastewater	wastewater metagenome	ERS2521053	ERX2624219	ERR2607563	Illumina HiSeq 3000
DTU_2016_194_2_MG_USA-74c_1	2	2016_pil_usa_04	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/23/2016	wastewater	wastewater metagenome	ERS2521050	ERX2624216	ERR2607560	Illumina HiSeq 3000
DTU_2016_194_2_MG_USA-74c_3	4	2016_pil_usa_04	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/23/2016	wastewater	wastewater metagenome	ERS2521052	ERX2624218	ERR2607562	Illumina HiSeq 3000
DTU_2016_195_1_MG_USA-74d	1	2016_pil_usa_05	GS pilot 2016	USA	US	USA	Portland	45.52	-122.67	pil	16	10/2/2016	wastewater	wastewater metagenome	ERS2521057	ERX2624223	ERR2607567	Illumina HiSeq 3000
DTU_2016_196_2_MG_USA-74d_1	2	2016_pil_usa_05	GS pilot 2016	USA	US	USA	Portland	45.52	-122.67	pil	16	10/2/2016	wastewater	wastewater metagenome	ERS2521054	ERX2624220	ERR2607564	Illumina HiSeq 3000
DTU_2016_197_3_MG_USA-74d_2	3	2016_pil_usa_05	GS pilot 2016	USA	US	USA	Portland	45.52	-122.67	pil	16	10/2/2016	wastewater	wastewater metagenome	ERS2521055	ERX2624221	ERR2607565	Illumina HiSeq 3000
DTU_2016_198_4_MG_USA-74d_3	4	2016_pil_usa_05	GS pilot 2016	USA	US	USA	Portland	45.52	-122.67	pil	16	10/2/2016	wastewater	wastewater metagenome	ERS2521056	ERX2624222	ERR2607566	Illumina HiSeq 3000
DTU_2016_199_1_MG_USA-74e	1	2016_pil_usa_06	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/22/2016	wastewater	wastewater metagenome	ERS2521061	ERX2624227	ERR2607571	Illumina HiSeq 3000
DTU_2016_200_2_MG_USA-74e_1	2	2016_pil_usa_06	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/22/2016	wastewater	wastewater metagenome	ERS2521058	ERX2624224	ERR2607568	Illumina HiSeq 3000
DTU_2016_201_3_MG_USA-74e_2	3	2016_pil_usa_06	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/22/2016	wastewater	wastewater metagenome	ERS2521059	ERX2624225	ERR2607569	Illumina HiSeq 3000
DTU_2016_202_4_MG_USA-74e_3	4	2016_pil_usa_06	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/22/2016	wastewater	wastewater metagenome	ERS2521060	ERX2624226	ERR2607570	Illumina HiSeq 3000
DTU_2016_203_1_MG_USA-74f	1	2016_pil_usa_07	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/22/2016	wastewater	wastewater metagenome	ERS2521068	ERX2624234	ERR2607578	Illumina HiSeq 3000
DTU_2016_204_2_MG_USA-74f_1	2	2016_pil_usa_07	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/22/2016	wastewater	wastewater metagenome	ERS2521062	ERX2624228	ERR2607572	Illumina HiSeq 3000
DTU_2016_205_3_MG_USA-74f_2	3	2016_pil_usa_07	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/22/2016	wastewater	wastewater metagenome	ERS2521063	ERX2624229	ERR2607573	Illumina HiSeq 3000
DTU_2016_206_4_MG_USA-74f_3	4	2016_pil_usa_07	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/22/2016	wastewater	wastewater metagenome	ERS2521064	ERX2624230	ERR2607574	Illumina HiSeq 3000
DTU_2016_207_5_MG_USA-74f_4	5	2016_pil_usa_07	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/22/2016	wastewater	wastewater metagenome	ERS2521065	ERX2624231	ERR2607575	Illumina HiSeq 3000
DTU_2016_208_6_MG_USA-74f_5	6	2016_pil_usa_07	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/22/2016	wastewater	wastewater metagenome	ERS2521066	ERX2624232	ERR2607576	Illumina HiSeq 3000
DTU_2016_209_7_MG_USA-74f_6	7	2016_pil_usa_07	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/22/2016	wastewater	wastewater metagenome	ERS2521067	ERX2624233	ERR2607577	Illumina HiSeq 3000
DTU_2016_210_1_MG_USA-74g	1	2016_pil_usa_08	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/23/2016	wastewater	wastewater metagenome	ERS2521077	ERX2624243	ERR2607587	Illumina HiSeq 3000
DTU_2016_211_2_MG_USA-74g_1	2	2016_pil_usa_08	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/23/2016	wastewater	wastewater metagenome	ERS2521069	ERX2624235	ERR2607579	Illumina HiSeq 3000
DTU_2016_212_3_MG_USA-74g_2	3	2016_pil_usa_08	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/23/2016	wastewater	wastewater metagenome	ERS2521070	ERX2624236	ERR2607580	Illumina HiSeq 3000
DTU_2016_213_4_MG_USA-74g_3	4	2016_pil_usa_08	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/23/2016	wastewater	wastewater metagenome	ERS2521071	ERX2624237	ERR2607581	Illumina HiSeq 3000
DTU_2016_214_5_MG_USA-74g_4	5	2016_pil_usa_08	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/23/2016	wastewater	wastewater metagenome	ERS2521072	ERX2624238	ERR2607582	Illumina HiSeq 3000
DTU_2016_215_6_MG_USA-74g_5	6	2016_pil_usa_08	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/23/2016	wastewater	wastewater metagenome	ERS2521073	ERX2624239	ERR2607583	Illumina HiSeq 3000
DTU_2016_216_7_MG_USA-74g_6	7	2016_pil_usa_08	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/23/2016	wastewater	wastewater metagenome	ERS2521074	ERX2624240	ERR2607584	Illumina HiSeq 3000
DTU_2016_217_8_MG_USA-74g_7	8	2016_pil_usa_08	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/23/2016	wastewater	wastewater metagenome	ERS2521075	ERX2624241	ERR2607585	Illumina HiSeq 3000
DTU_2016_218_9_MG_USA-74g_8	9	2016_pil_usa_08	GS pilot 2016	USA	US	USA	El Paso	31.78	-106.46	pil	16	2/23/2016	wastewater	wastewater metagenome	ERS2521076	ERX2624242	ERR2607586	Illumina HiSeq 3000
DTU_2016_219_1_MG_USA-74h	1	2016_pil_usa_09	GS pilot 2016	USA	US	USA	South Adams County	42.2	-83.54	pil	16	2016	wastewater	wastewater metagenome	ERS2521078	ERX2624244	ERR2607588	Illumina HiSeq 3000
DTU_2016_220_1_MG_USA-74i	1	2016_pil_usa_10	GS pilot 2016	USA	US	USA	Boulder	40.01	-105.27	pil	16	3/28/2016	wastewater	wastewater metagenome	ERS2521079	ERX2624245	ERR2607589	Illumina HiSeq 3000
DTU_2016_221_1_MG_VNM-48	1	2016_pil_vnm_01	GS pilot 2016	Viet Nam	VN	VNM	Ho Chi Minh	10.78	106.7	pil	16	1/27/2016	wastewater	wastewater metagenome	ERS2521081	ERX2624247	ERR2607591	Illumina HiSeq 3000
DTU_2016_222_1_MG_XK-60	1	2016_pil_rks_01	GS pilot 2016	Kosovo	XK	RKS	Prishtina	42.66	21.16	pil	16	3/2/2016	wastewater	wastewater metagenome	ERS2521082	ERX2624248	ERR2607592	Illumina HiSeq 3000
